,paper_id,input,output
678,SP:9bb36be61f1d4db88d806092219eba39bf1b99db,"BRECQ HYPONYM-OF Post Training Quantization ( PTQ ) method. low bit precision ( INT2 ) FEATURE-OF PTQ. OtherScientificTerm are inter and intra - layer sensitivity, and model parameters. Task is mixed precision quantization setting. ","This paper proposes BRERECQ, a Post Training Quantization (PTQ) method called BRECQ which aims to improve inter and intra-layer sensitivity. In particular, the authors consider the mixed precision quantization setting, where the model parameters are sampled from the same training set. The authors show that PTQ with low bit precision (INT2) can achieve state-of-the-art performance in this setting."
679,SP:9bb36be61f1d4db88d806092219eba39bf1b99db,"SOTA accuracy EVALUATE-FOR INT2 weight quantization. block level FEATURE-OF quantized model. image classification CONJUNCTION object detection tasks. object detection tasks CONJUNCTION image classification. object detection tasks EVALUATE-FOR approach. image classification EVALUATE-FOR approach. Method are post - training inference quantization, second - order quantization error analysis, and layer - wise reconstruction approach. ","This paper studies post-training inference quantization. The authors provide a second-order quantization error analysis, which shows that INT2 weight quantization does not improve SOTA accuracy. Based on this analysis, the authors propose a layer-wise reconstruction approach, which reconstructs the quantized model at the block level. The proposed approach is evaluated on image classification and object detection tasks."
680,SP:9bb36be61f1d4db88d806092219eba39bf1b99db,"quantized DNN COMPARE full - precision DNN. full - precision DNN COMPARE quantized DNN. Task are post - training quantization, and optimization problem. Method are DNN, and BRECQ. ","This paper studies the problem of post-training quantization. The authors propose BRECQ, an optimization problem that aims to improve the performance of a DNN by quantizing the parameters of the weights of the original DNN. They show that a quantized DNN can outperform a full-precision DNN in terms of performance."
681,SP:3035318ac36cad693a5e4ee7bed43db8df6fb492,label noise CONJUNCTION label imbalance. label imbalance CONJUNCTION label noise. label imbalance CONJUNCTION data size. data size CONJUNCTION label imbalance. data properties USED-FOR calibration error. data size HYPONYM-OF data properties. label noise HYPONYM-OF data properties. label imbalance HYPONYM-OF data properties. cifar10 CONJUNCTION cifar100. cifar100 CONJUNCTION cifar10. cifar100 CONJUNCTION eurosat. eurosat CONJUNCTION cifar100. eurosat CONJUNCTION iNaturalist. iNaturalist CONJUNCTION eurosat. calibration error CONJUNCTION Calibration error. Calibration error CONJUNCTION calibration error. cifar10 CONJUNCTION eurosat. eurosat CONJUNCTION cifar10. scale of label noise FEATURE-OF calibration error. scale of dataset size FEATURE-OF calibration error. non - uniform noise USED-FOR calibration error. data augmentations USED-FOR Calibration error. iNaturalist HYPONYM-OF computer vision datasets. cifar10 HYPONYM-OF computer vision datasets. eurosat HYPONYM-OF computer vision datasets. cifar100 HYPONYM-OF computer vision datasets. large noisy label rate CONJUNCTION large imbalance ratio. large imbalance ratio CONJUNCTION large noisy label rate. large imbalance ratio CONJUNCTION small dataset size. small dataset size CONJUNCTION large imbalance ratio. small dataset size FEATURE-OF poor calibration error. OtherScientificTerm is class - imbalance situation. Metric is noisy label rate. ,"This paper studies the calibration error under three data properties: label noise, label imbalance, and data size. Calibration error with non-uniform noise is shown to be correlated with calibration error with data augmentations, and the class-imbalance situation is studied on three computer vision datasets (cifar10, cifar100, eurosat, and iNaturalist). The results show that poor calibration error is associated with large noisy label rate, large imbalance ratio, and small dataset size. "
682,SP:3035318ac36cad693a5e4ee7bed43db8df6fb492,"convnets USED-FOR calibration problem. synthetic class - imbalance USED-FOR datasets. benchmark datasets USED-FOR synthetic class - imbalance. methods USED-FOR prediction error. methods USED-FOR imbalanced datasets. prediction error FEATURE-OF imbalanced datasets. methods USED-FOR calibration error. dataset size CONJUNCTION data augmentation. data augmentation CONJUNCTION dataset size. data augmentation USED-FOR calibration error. dataset size USED-FOR calibration error. OtherScientificTerm are minority class, and random label noise. ","This paper studies the calibration problem of convnets trained on datasets with synthetic class-imbalance (i.e., the minority class is overrepresented in the majority class). The authors propose two benchmark datasets to study the effects of synthetic class - imbalance on the performance of datasets trained on the benchmark datasets. The authors also propose two methods to reduce the prediction error of imbalanced datasets by reducing the random label noise. The calibration error can be reduced by increasing the dataset size and data augmentation."
683,SP:3035318ac36cad693a5e4ee7bed43db8df6fb492,dataset properties USED-FOR calibration. dataset curation USED-FOR calibration. AI USED-FOR real - life problem. noise CONJUNCTION labeling. labeling CONJUNCTION noise. sampling CONJUNCTION noise. noise CONJUNCTION sampling. Generic is pipeline. ,"This paper studies the problem of calibration based on dataset curation. The main idea is to use the dataset properties as a proxy for calibration. This is a real-life problem that has been studied extensively in AI. The authors propose a pipeline that combines sampling, noise, and labeling."
684,SP:17d90f9d3f5891ac56f5ed6375a21d0c1517fd62,Embodied Multi - Agent Populations FEATURE-OF emergent gesture - based communication. non - uniform distribution of intents CONJUNCTION costly communication. costly communication CONJUNCTION non - uniform distribution of intents. Task is emergent communication. Method is learned communication strategies. ,This paper studies emergent gesture-based communication in Embodied Multi-Agent Populations. The authors focus on the problem of emergent communication in the presence of non-uniform distribution of intents and costly communication. They propose two learned communication strategies to address this issue.
685,SP:17d90f9d3f5891ac56f5ed6375a21d0c1517fd62,"agents USED-FOR protocols. OtherScientificTerm is 3D environment. Generic are training approaches, and approaches. ","This paper proposes to train agents in a 3D environment, where the goal is to learn protocols that can generalize to unseen environments. The authors propose two training approaches, which are based on the idea that agents should be able to generalize well to environments that are not seen during training. The experiments show that the proposed approaches are effective."
686,SP:17d90f9d3f5891ac56f5ed6375a21d0c1517fd62,"Zipf distribution CONJUNCTION energy regulation. energy regulation CONJUNCTION Zipf distribution. Zipf distribution USED-FOR intents. energy regulation USED-FOR intents. latent energy feature USED-FOR zero - shot coordination. chance accuracy EVALUATE-FOR tasks. chance accuracy EVALUATE-FOR torque curriculum. Task are zero - shot emergent non - verbal communication, and emergent communication. OtherScientificTerm is motion of three - joint agents. Generic are agents, and universal protocol. ","This paper studies zero-shot emergent non-verbal communication. The authors propose to use the Zipf distribution and energy regulation to model intents and coordinate the motion of three-joint agents. In particular, the latent energy feature is used to model the dynamics and dynamics of the agents, which is then used to learn a universal protocol. Experiments show that the proposed torque curriculum can improve the chance accuracy on a variety of tasks. The paper is well-written and well-motivated. However, there are some issues that need to be addressed in order to improve the performance of emergent communication."
687,SP:5ba686e2eef369fa49b10ba3f41f102740836859,technique USED-FOR uncertainty estimation. regression USED-FOR uncertainty estimation. neural networks USED-FOR technique. neural networks USED-FOR uncertainty estimation. meta model USED-FOR error characteristics. meta model USED-FOR base model. error characteristics FEATURE-OF base model. validation set USED-FOR meta model. Generic is it. OtherScientificTerm is error bars. ,This paper proposes a technique for uncertainty estimation using neural networks. The idea is to train a meta model on a validation set and then use it to estimate the error of the base model. The error bars are then used to train the meta model.
688,SP:5ba686e2eef369fa49b10ba3f41f102740836859,"meta - modeling approach USED-FOR uncertainty estimates. uncertainty estimates USED-FOR sequential task. method CONJUNCTION baeslines. baeslines CONJUNCTION method. MITV CONJUNCTION SPE9PR. SPE9PR CONJUNCTION MITV. baeslines USED-FOR datasets. method USED-FOR datasets. SPE9PR HYPONYM-OF datasets. MITV HYPONYM-OF datasets. Method are joint modeling method, and meta - learner. Generic is methods. OtherScientificTerm is asymmetric uncertainty bounds. ","This paper proposes a meta-modeling approach for estimating uncertainty estimates for a sequential task. The authors propose a joint modeling method, where the meta-learner is trained to predict the uncertainty of a sequence of tasks. The method is combined with baeslines, which is applied to datasets such as MITV and SPE9PR. The experimental results show that the proposed methods outperform existing methods in terms of asymmetric uncertainty bounds."
689,SP:5ba686e2eef369fa49b10ba3f41f102740836859,method USED-FOR symmetric and asymmetric uncertainty estimates. method USED-FOR non - stationarity processes. real - world applications FEATURE-OF non - stationarity processes. deep neural networks USED-FOR sequential regression tasks. meta - modelling concept USED-FOR uncertainty quantification. approach USED-FOR uncertainty quantification. meta - modelling concept USED-FOR approach. deep neural networks USED-FOR uncertainty quantification. metrics EVALUATE-FOR approach. method USED-FOR sequential setting. meta - modelling approach USED-FOR classification task. non - sequential setting FEATURE-OF classification task. ,This paper proposes a method for estimating symmetric and asymmetric uncertainty estimates for non-stationarity processes in real-world applications. The approach is based on a meta-modeling concept for uncertainty quantification using deep neural networks for sequential regression tasks. The proposed method is applied to the sequential setting and is shown to outperform existing methods on a variety of metrics. The authors also apply the meta-mimicking approach to a classification task in a non-sequential setting.
690,SP:0a58694abd6898a925b1d917ad2a68eefd0567e9,"Gromov - Wasserstein distance USED-FOR comparing probability distributions. graphs comparisons CONJUNCTION NLP. NLP CONJUNCTION graphs comparisons. ML USED-FOR computational chemistry. It USED-FOR ML. ML USED-FOR graphs comparisons. ML USED-FOR NLP. computational chemistry CONJUNCTION graphs comparisons. graphs comparisons CONJUNCTION computational chemistry. outliers CONJUNCTION noise. noise CONJUNCTION outliers. unbalanced ’ variants USED-FOR comparison of metric spaces. noise FEATURE-OF distributions. unbalanced ’ variants USED-FOR Gromov - Wasserstein ( GW ) problem. positive measures CONJUNCTION isometries. isometries CONJUNCTION positive measures. positive measures FEATURE-OF comparison of metric spaces. rigid transformations HYPONYM-OF isometries. Task are unbalanced Gromov - Wasserstein type problem, unbalanced optimal transport, and transport problems. OtherScientificTerm are probability distributions, metric spaces, and coupling matrix. ","This paper studies the unbalanced Gromov-Wasserstein type problem. It is a well-studied problem in ML for computational chemistry, graphs comparisons, and NLP. In particular, the authors consider the problem of comparing probability distributions over metric spaces with outliers, noise, etc. The authors propose ‘unbalanced’ variants for the comparison of metric spaces under positive measures and isometries such as rigid transformations. They also consider unbalanced optimal transport and show that the coupling matrix between the two transport problems can be unbalanced."
691,SP:0a58694abd6898a925b1d917ad2a68eefd0567e9,"Gromov Wasserstein ( GW ) problem USED-FOR metric measure spaces. quadratic divergence USED-FOR marginal constraints. GPU - friendly algorithm USED-FOR UGW. unbalanced Sinkhorn algorithm USED-FOR GPU - friendly algorithm. UGW USED-FOR masses of metric measure spaces. Conic Gromov - Wasserstein ( CGW ) USED-FOR masses of metric measure spaces. Conic Gromov - Wasserstein ( CGW ) HYPONYM-OF UGW. algorithm USED-FOR CGW. OtherScientificTerm are Unbalanced GW, divergence, and UOT. Method is unbalanced optimal transport ( UOT ). ","This paper studies the Gromov Wasserstein (GW) problem for metric measure spaces. The authors propose a GPU-friendly algorithm for UGW based on the unbalanced Sinkhorn algorithm. Unbalanced GW is the case where the marginal constraints are defined as a quadratic divergence between the divergence of the optimal solution and the original solution. The paper then proposes a new UGW called Conic-Gromov-Wasserstein-CGW (CGW) to solve the masses of metrics measure spaces, which is a generalization of unbalanced optimal transport (UOT). The authors provide a theoretical analysis of CGW and provide an algorithm for CGW based on UOT."
692,SP:0a58694abd6898a925b1d917ad2a68eefd0567e9,"unbalanced optimal transport ( UOT ) USED-FOR Gromov - Wassertstein. conic formulation USED-FOR UOT. metric - measure spaces FEATURE-OF CGW. Method are Gromov - Wasserstein distance, Unbalanced Gromov - Wasserstein ( UGW ), and Conic Gromov - Wasserstein ( CGW ). Generic are version, and divergences. OtherScientificTerm are Gromov - Wasserstein, and UGW. ","This paper studies the problem of unbalanced optimal transport (UOT) for Gromov-Wassertstein. In particular, the authors propose a new version of UOT based on the conic formulation. The authors call this version, Unbalanced GromOV-Wasserstein (UGW), and show that CGW can be expressed in metric-measure spaces with divergences. They also provide a theoretical analysis of UGW."
693,SP:47dcefd5515e772f29e03219c01713e2403643ce,"accuracy EVALUATE-FOR pruned networks. sparsity ratio EVALUATE-FOR pruned networks. Generic is network. OtherScientificTerm are input connections, output connections, freed parameter budget, and sparsity. ","This paper studies the accuracy and sparsity ratio of pruned networks. In particular, the authors propose to prune a portion of the network in order to reduce the number of input connections and increase the amount of output connections. The authors also propose to use a freed parameter budget to reduce sparsity."
694,SP:47dcefd5515e772f29e03219c01713e2403643ce,"sparsity level FEATURE-OF pruned ( salient ) parameters. method USED-FOR pruning methods. network architectures EVALUATE-FOR pruning methods. method ( AAP ) HYPONYM-OF post - processing step. OtherScientificTerm are dead neurons, and connected parameters. Method are sparse network, and pruning method. ","This paper proposes a method (AAP) to improve the performance of pruning methods on various network architectures by reducing the number of pruned (salient) parameters at the sparsity level. The main idea is to prune the dead neurons in a sparse network, and to remove the connected parameters. The authors propose a post-processing step, the method (AP), which is an extension of the pruning method [1]."
695,SP:47dcefd5515e772f29e03219c01713e2403643ce,dead connections PART-OF pruned neural networks. all - alive pruning ( AAP ) HYPONYM-OF pruning method. AAP USED-FOR saliency - based pruning methods. AAP USED-FOR model architectures. saliency - based pruning methods CONJUNCTION model architectures. model architectures CONJUNCTION saliency - based pruning methods. accuracy EVALUATE-FOR methods. pruning methods USED-FOR methods. AAP USED-FOR methods. pruning methods USED-FOR AAP. accuracy EVALUATE-FOR AAP. benchmark datasets EVALUATE-FOR methods. benchmark datasets EVALUATE-FOR AAP. ,"This paper proposes a new pruning method called all-live pruning (AAP), which aims to remove dead connections in pruned neural networks. The authors show that AAP can be used to improve the accuracy of saliency-based pruning methods and other model architectures. They also show that the proposed methods can be combined with other pruned methods to improve accuracy. Finally, the authors conduct experiments on several benchmark datasets to demonstrate the effectiveness of AAP."
696,SP:9eb7b946e00085b89844c485bcd94a392146d2b7,GAN latent vector USED-FOR image attribute editing method. pre - trained GAN USED-FOR images. network T USED-FOR latent - space directions. pre - trained regressor USED-FOR image attributes. pre - trained GAN CONJUNCTION pre - trained regressor. pre - trained regressor CONJUNCTION pre - trained GAN. OtherScientificTerm is latent vector. Generic is method. ,"This paper proposes an image attribute editing method based on the GAN latent vector. The key idea is to use a pre-trained GAN to generate images, and then use the latent vector to edit the image attributes. The authors propose to use network T to map the latent-space directions. The proposed method is evaluated on a variety of datasets. The experiments show that the proposed method can achieve state-of-the-art results when combined with the pre-trainable GAN and a trained regressor to edit image attributes in a supervised manner."
697,SP:9eb7b946e00085b89844c485bcd94a392146d2b7,approach USED-FOR semantic image editing task. latent space FEATURE-OF controllable transformation. controllable transformation USED-FOR approach. attribute regression network USED-FOR transformation functions. MLP USED-FOR local transformation. regression module USED-FOR latent vector z. outputs USED-FOR cross - entropy loss. outputs USED-FOR latent vector z. regression module USED-FOR cross - entropy loss. regression module USED-FOR outputs. manipulation quality EVALUATE-FOR method. ,"This paper presents an approach for semantic image editing task based on controllable transformation in latent space. The key idea is to train an attribute regression network to learn transformation functions. The local transformation is modeled as an MLP, and the outputs are used as a cross-entropy loss. The outputs of the regression module are used to train a latent vector z. The method is evaluated on a variety of datasets and shows improvement in manipulation quality."
698,SP:9eb7b946e00085b89844c485bcd94a392146d2b7,pre - trained GAN models CONJUNCTION pre - trained regressors. pre - trained regressors CONJUNCTION pre - trained GAN models. pre - trained GAN models USED-FOR method. pre - trained regressors USED-FOR method. approach COMPARE baseline method. baseline method COMPARE approach. method USED-FOR manipulation of the latent space. method COMPARE image space editing methods. image space editing methods COMPARE method. OtherScientificTerm is image attributes. ,This paper proposes a method that uses pre-trained GAN models and pre-trained regressors. The approach is compared to a baseline method and compared to several state-of-the-art image space editing methods. The proposed method is able to perform manipulation of the latent space in a way that preserves the image attributes.
699,SP:d9d9d5ade0253be2733d8b035f755ebf82e7e18b,"sequence generative adversarial networks ( GAN ) USED-FOR GANs. Gumbel - Softmax based GAN CONJUNCTION relativistic discrimination   function. relativistic discrimination   function CONJUNCTION Gumbel - Softmax based GAN. discriminator network USED-FOR features. synthetic and real datasets EVALUATE-FOR method. method COMPARE sequence generation networks. sequence generation networks COMPARE method. synthetic and real datasets EVALUATE-FOR sequence generation networks. OtherScientificTerm are latent feature space, discriminator, and generator. Method is feature statistics alignment. ","This paper proposes a sequence generative adversarial networks (GAN) to improve the performance of GANs. Specifically, the authors propose a Gumbel-Softmax based GAN with a relativistic discrimination  function, where the latent feature space is partitioned into two parts: (1) the discriminator network is trained to distinguish between the features generated by the generator and (2) the feature statistics alignment is performed. The proposed method is evaluated on both synthetic and real datasets, and compared to other sequence generation networks."
700,SP:d9d9d5ade0253be2733d8b035f755ebf82e7e18b,"GANs USED-FOR sequence generation. relativistic discriminator USED-FOR method. Feature Statistics Alignment ( FSA ) paradigm USED-FOR method. FSA USED-FOR fine - grained "" differences. relativistic discriminator USED-FOR coarse "" differences. FSA USED-FOR It. relativistic discriminator USED-FOR It. it COMPARE baselines. baselines COMPARE it. synthetic and real datasets EVALUATE-FOR it. synthetic and real datasets EVALUATE-FOR It. acceptance CONJUNCTION grammaticality. grammaticality CONJUNCTION acceptance. It COMPARE baselines. baselines COMPARE It. grammaticality FEATURE-OF human evaluation. human evaluation EVALUATE-FOR It. human evaluation EVALUATE-FOR baselines. acceptance USED-FOR human evaluation. OtherScientificTerm is real and generated data distributions. ","This paper proposes a method based on the Feature Statistics Alignment (FSA) paradigm for sequence generation using GANs. It uses FSA to model the ""fine-grained"" differences between real and generated data distributions and uses a relativistic discriminator to represent the ""crawly"" differences. It is evaluated on both synthetic and real datasets and it outperforms baselines on both human evaluation of acceptance and grammaticality."
701,SP:d9d9d5ade0253be2733d8b035f755ebf82e7e18b,feature statistics alignment CONJUNCTION gumbel - softmax. gumbel - softmax CONJUNCTION feature statistics alignment. mode collapse CONJUNCTION unstable training. unstable training CONJUNCTION mode collapse. gumbel - softmax USED-FOR reparameterization. reparameterization USED-FOR mode collapse. gumbel - softmax PART-OF GAN - based text generation method. feature statistics alignment PART-OF GAN - based text generation method. methods USED-FOR feature statistics alignment. mean square and mean distance alignments HYPONYM-OF methods. MS COCO caption CONJUNCTION EMNLP2017 WMT news dataset. EMNLP2017 WMT news dataset CONJUNCTION MS COCO caption. synthetic dataset CONJUNCTION MS COCO caption. MS COCO caption CONJUNCTION synthetic dataset. MS COCO caption EVALUATE-FOR method. EMNLP2017 WMT news dataset EVALUATE-FOR method. synthetic dataset EVALUATE-FOR method. ablation studies EVALUATE-FOR method. Generic is them. ,"This paper proposes a GAN-based text generation method that combines feature statistics alignment with gumbel-softmax for reparameterization to prevent mode collapse and unstable training. The authors propose two methods for feature statistics alignments: mean square and mean distance alignments, and evaluate them on a synthetic dataset, MS COCO caption and EMNLP2017 WMT news dataset. The proposed method is also evaluated on ablation studies."
702,SP:3ffa34b54779998f473f4e9a52287bcd0485cec8,DQN USED-FOR value - based deep RL systems. extension USED-FOR DQN. exponentially - sized bins USED-FOR thermometer encoding. variance scaling term USED-FOR learning. algorithm USED-FOR encode returns. OtherScientificTerm is returns. ,"This paper proposes an extension to DQN for value-based deep RL systems. Specifically, the authors propose to use exponentially-sized bins for thermometer encoding. The authors also propose a variance scaling term to speed up learning. Finally, they propose a new algorithm to encode returns."
703,SP:3ffa34b54779998f473f4e9a52287bcd0485cec8,"reward progressivity FEATURE-OF reinforcement learning. reward progressivity USED-FOR Q - learning. modification FEATURE-OF Q - network output. modification PART-OF reward decomposition. method COMPARE reward re - scaling baselines. reward re - scaling baselines COMPARE method. OtherScientificTerm are training signals, and training losses. ","This paper studies the problem of reward progressivity in reinforcement learning, specifically in the context of Q-learning. The authors propose a modification to the Q-network output, which is incorporated into the reward decomposition. The main idea is to re-weight the training signals based on the training losses. Experiments show that the proposed method outperforms existing reward re-scaling baselines."
704,SP:3ffa34b54779998f473f4e9a52287bcd0485cec8,"spectral DQN HYPONYM-OF RL method. decomposition USED-FOR training loss. training loss USED-FOR tasks. decomposition USED-FOR tasks. progressive rewards FEATURE-OF those. progressive rewards HYPONYM-OF tasks. those HYPONYM-OF tasks. Atari tasks EVALUATE-FOR method. OtherScientificTerm are rewards, and extreme reward. ","This paper proposes spectral DQN, an RL method that decomposes the rewards into two parts. The first part is the extreme reward and the second part is a decomposition of the training loss into two tasks: those with progressive rewards and those with no progressive rewards. The method is evaluated on Atari tasks."
705,SP:bff215c695b302ce31311f2dd105dace06307cfc,neural networks USED-FOR generalizable representations. Metric is information theoretic measure. Generic is it. Method is neural network. OtherScientificTerm is affine + element - wise nonlinearity. ,This paper proposes an information theoretic measure of generalization ability of neural networks to learn generalizable representations. The main idea is to use it as a measure of how well a neural network is able to generalize to unseen data points. The authors show that it is possible to learn representations that are robust to affine + element-wise nonlinearity.
706,SP:bff215c695b302ce31311f2dd105dace06307cfc,"initialization CONJUNCTION implicit regularization. implicit regularization CONJUNCTION initialization. minimality CONJUNCTION sufficiency of learned representations. sufficiency of learned representations CONJUNCTION minimality. initialization USED-FOR training dynamics of neural networks. implicit regularization USED-FOR training dynamics of neural networks. initialization USED-FOR SGD. implicit regularization USED-FOR SGD. SGD USED-FOR minimal and sufficient representations. random initialization USED-FOR SGD. initialization USED-FOR SGD. Task is neural networks. OtherScientificTerm are irrelevant factors, minimal representations, and overfitting. ","This paper studies the training dynamics of neural networks with different initialization and implicit regularization. The authors show that SGD trained with a random initialization converges to minimal and sufficient representations, which is in contrast to prior work that focuses on minimality and sufficiency of learned representations. They also show that when irrelevant factors are added to the training data, the minimal representations tend to overfit."
707,SP:bff215c695b302ce31311f2dd105dace06307cfc,"neural network training USED-FOR minimal representations. SGD HYPONYM-OF neural network training. color and target information USED-FOR network. decoder network USED-FOR Information. OtherScientificTerm are irrelevant information, deeper layers, color information, direction decision, and minimal representation. Task is neuroscience - inspired task. Method is neural network. ","This paper studies the problem of neural network training (e.g., SGD) to learn minimal representations. The authors argue that the current state-of-the-art in neuroscience-inspired task is not able to handle irrelevant information. They propose to train a neural network with both color and target information, where the color information is used to guide the direction decision, while the target information is provided to the decoder network. They show that the deeper layers are able to learn the minimal representation."
708,SP:c175ea892c831c2d0c38aded9b5e86d25b86545c,"zeroth - order variance - reduced method USED-FOR min - max problem. it HYPONYM-OF zeroth - order variance - reduced method. it USED-FOR min - max problem. Method is SREDA. OtherScientificTerm are initialization computation, and objective function. Generic is algorithm. ","This paper proposes SREDA, a zeroth-order variance-reduced method for solving the min-max problem. Specifically, it is a variant of SREDE, and it is an efficient and efficient version of the zerth-order variances-reduction method. The main difference is that the initialization computation does not need to be linear in the objective function. The algorithm is computationally efficient and can be applied to a variety of problems."
709,SP:c175ea892c831c2d0c38aded9b5e86d25b86545c,"SREDA - Boost USED-FOR nonconvex - strongly - concave minimax problem. SREDA USED-FOR nonconvex - strongly - concave minimax problem. SREDA USED-FOR SREDA - Boost. it COMPARE SREDA. SREDA COMPARE it. tracking error CONJUNCTION gradient estimation error. gradient estimation error CONJUNCTION tracking error. analytical framework USED-FOR first - order optimization story. zeroth - order variance reduction algorithm USED-FOR optimization problem. complexity EVALUATE-FOR state - of - the - art. Method is SREDA - Boost algorithm. OtherScientificTerm are initialization, and step size. ","This paper proposes a new SREDA-Boost algorithm, which is a generalization of the original (SREDA) algorithm. The main contribution of the paper is to extend SREDE-Boost to solve the nonconvex-strongly-concave minimax problem, which was originally formulated as a variant of SREDa. The authors propose a new analytical framework for the first-order optimization story, where the optimization problem is solved using a zeroth-order variance reduction algorithm, and show that it is equivalent to the original version of the SREDEDA. They also show that the complexity of the new algorithm is similar to that of the state-of-the-art in terms of both tracking error and gradient estimation error, and that the initialization can be reduced to a linear combination of the step size."
710,SP:c175ea892c831c2d0c38aded9b5e86d25b86545c,"theoretical convergence rate EVALUATE-FOR modification. zero order oracle USED-FOR method. convergence rate EVALUATE-FOR method. Method are variance reduction method SEDRA, and SEDRA. OtherScientificTerm is stepsizes. Generic is it. ","This paper proposes a modification to the variance reduction method SEDRA. The proposed modification is motivated by the theoretical convergence rate of the original method, which is based on a zero order oracle. The main contribution of this paper is to show that the convergence rate for the proposed method can be improved by increasing the stepsizes. This is an interesting idea, and the paper is well-written and well-motivated. However, there are a few issues with the proposed modification, and it is not clear to me why this is a good idea. In particular, it is unclear to me how this modification can be used in practice. I would like to see the authors address these issues in more detail in the rebuttal. "
711,SP:c1617e79182c6d06c611ced9d892d7b2da5fd9eb,"COCO CONJUNCTION Objects365. Objects365 CONJUNCTION COCO. Objects365 CONJUNCTION LIVS. LIVS CONJUNCTION Objects365. PASCAL VOC EVALUATE-FOR one - shot object detection algorithms. algorithm USED-FOR foreground objects. Task are one - shot 2D object detections, and one - shot. Method is one - shot detection. OtherScientificTerm is training time. ","This paper studies the problem of one-shot 2D object detections. In particular, the authors consider COCO, Objects365, and LIVS on PASCAL VOC and compare their performance with the state-of-the-art state of the art one-shots. The authors argue that the current state of 1-shot detection is due to the large amount of training time, and propose a new algorithm that focuses on foreground objects. "
712,SP:c1617e79182c6d06c611ced9d892d7b2da5fd9eb,Task is one - shot object detection. Generic is model. Method is Siamese Faster R - CNN. ,This paper addresses the problem of one-shot object detection. The proposed model is based on the Siamese Faster R-CNN. 
713,SP:c1617e79182c6d06c611ced9d892d7b2da5fd9eb,category number USED-FOR one - shot object detection task. COCO CONJUNCTION Object365. Object365 CONJUNCTION COCO. Object365 CONJUNCTION LVIS. LVIS CONJUNCTION Object365. VOC CONJUNCTION COCO. COCO CONJUNCTION VOC. Siamese - style detector USED-FOR LVIS. Task is one - shot detection. ,"This paper studies the problem of one-shot object detection task with category number. The authors compare the performance of VOC, COCO, Object365, and LVIS with a Siamese-style detector, and show that LVIS is the best for one-shots detection."
714,SP:c1617e79182c6d06c611ced9d892d7b2da5fd9eb,COCO CONJUNCTION Objects365. Objects365 CONJUNCTION COCO. Objects365 CONJUNCTION LVIS. LVIS CONJUNCTION Objects365. PASCAL CONJUNCTION COCO. COCO CONJUNCTION PASCAL. Siamese Faster R - CNN USED-FOR datasets. PASCAL HYPONYM-OF datasets. LVIS HYPONYM-OF datasets. Objects365 HYPONYM-OF datasets. COCO HYPONYM-OF datasets. Metric is generalization gap. Generic is base classes. OtherScientificTerm is diversity of categories. ,"This paper studies the generalization gap between base classes and their variants. The authors consider three datasets (PASCAL, COCO, Objects365, LVIS) trained with Siamese Faster R-CNN. They show that the diversity of categories helps to reduce the gap."
715,SP:a472784ddb36f88e6e468f282fbd7ad74f8f7d75,method USED-FOR 3D scene reconstruction. occupancy CONJUNCTION SDF. SDF CONJUNCTION occupancy. SDF HYPONYM-OF implicit surface representations. occupancy HYPONYM-OF implicit surface representations. implicit surface representations USED-FOR method. loss functions USED-FOR dense supervision in the 3D space. loss functions USED-FOR spatial gradients. open 3D meshes HYPONYM-OF 3D labels. ShapeNet CONJUNCTION ScanNet. ScanNet CONJUNCTION ShapeNet. ShapeNet EVALUATE-FOR method. ScanNet EVALUATE-FOR method. single - image scene reconstruction tasks EVALUATE-FOR method. ,"This paper proposes a method for 3D scene reconstruction based on two implicit surface representations: occupancy and SDF. The authors propose two loss functions to provide dense supervision in the 3D space, which are then used to compute spatial gradients. The proposed method is evaluated on single-image scene reconstruction tasks, and on ShapeNet and ScanNet with 3D labels (open 3D meshes)."
716,SP:a472784ddb36f88e6e468f282fbd7ad74f8f7d75,"loss functions USED-FOR implicit 3D scene representation. gradient of the occupancy CONJUNCTION SDF. SDF CONJUNCTION gradient of the occupancy. occupancy or SDF supervision USED-FOR surfaces of objects. constraints USED-FOR SDF. constraints FEATURE-OF gradient of the occupancy. constraints USED-FOR they. they COMPARE methods. methods COMPARE they. supervisory data USED-FOR method. Material is real scan data of scenes. OtherScientificTerm are occupancy, and loss function. Method is supervised learning. Generic is benchmark datasets. ","This paper proposes two loss functions for implicit 3D scene representation. First, they are based on constraints on the gradient of the occupancy and the SDF. Second, occupancy or SDF supervision is applied to the surfaces of objects. The proposed method is evaluated on real scan data of scenes, and compared to other methods that do not use supervisory data. The results show that the proposed loss function is able to generalize to unseen objects, which is a promising direction for supervised learning. The experiments are conducted on several benchmark datasets, and the results are promising."
717,SP:a472784ddb36f88e6e468f282fbd7ad74f8f7d75,"method USED-FOR implicit 3D scene reconstructions. single image input USED-FOR method. back - propagation USED-FOR feature maps. method USED-FOR training. back - propagation USED-FOR method. Method is closed - form Differentiable Gradient Sampling. OtherScientificTerm are spatial gradient, spatial gradients, and without dense 3D supervision. ","This paper proposes a method for implicit 3D scene reconstructions based on a single image input. The proposed method, called closed-form Differentiable Gradient Sampling, uses back-propagation to learn feature maps that are independent of the spatial gradient of the input image. The authors show that the spatial gradients can be learned without dense 3D supervision."
